Tags	Asker Reputation	Asker Id	Asker Name	Link to Asker	Is Answered	View Count	Answer Count	Score	last_activity_date	creation_date	Question Id	link	Title	Answerer Reputation	Answerer Id	user_type	Answerer Name	Answerer Prof Link	Is Accepted	Answer Score	Last Activity data	Last Edited date	Creation date	Answer Id 
['java', 'spring', 'annotations', 'transactions', 'dao']	4519	30967	Thomas Einwaller	https://stackoverflow.com/users/30967/thomas-einwaller	True	232890	19	501	1533200852	1246623611	1079114	https://stackoverflow.com/questions/1079114/where-does-the-transactional-annotation-belong	Where does the @Transactional annotation belong?	1429	144599	registered	davidemm	registered	https://stackoverflow.com/users/144599/davidemm	False	15	1263311823	1263311823	2050249
['java', 'spring', 'annotations', 'transactions', 'dao']	4519	30967	Thomas Einwaller	https://stackoverflow.com/users/30967/thomas-einwaller	True	232890	19	501	1533200852	1246623611	1079114	https://stackoverflow.com/questions/1079114/where-does-the-transactional-annotation-belong	Where does the @Transactional annotation belong?	624	132258	registered	hammarback	registered	https://stackoverflow.com/users/132258/hammarback	False	37	1246625141	1246624471	1079165
['java', 'spring', 'annotations', 'transactions', 'dao']	4519	30967	Thomas Einwaller	https://stackoverflow.com/users/30967/thomas-einwaller	True	232890	19	501	1533200852	1246623611	1079114	https://stackoverflow.com/questions/1079114/where-does-the-transactional-annotation-belong	Where does the @Transactional annotation belong?	278634	37213	registered	duffymo	registered	https://stackoverflow.com/users/37213/duffymo	True	515	1246623829	1246623829	1079125
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	5457	5081877	registered	Yash	registered	https://stackoverflow.com/users/5081877/yash	False	0	1548858707	1548858707	54442933
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	11	9913630	registered	Samkov Max	registered	https://stackoverflow.com/users/9913630/samkov-max	False	0	1547936670	1547936670	54271898
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	6058	204313	registered	Rick-777	registered	https://stackoverflow.com/users/204313/rick-777	False	1	1538666493	1538666493	52650298
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	1	10062052	registered	Jacons Morais	registered	https://stackoverflow.com/users/10062052/jacons-morais	False	0	1531273622	1531273622	51276102
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	205730	1705598	registered	icza	registered	https://stackoverflow.com/users/1705598/icza	False	49	1520067045	1405606092	24805871
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	1294	1115762	registered	Joe	registered	https://stackoverflow.com/users/1115762/joe	False	1	1509459530	1509459530	47037629
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	855	3383543	registered	Ahmad AlMughrabi	registered	https://stackoverflow.com/users/3383543/ahmad-almughrabi	False	2	1501420273	1501357025	45393326
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	343423	276052	registered	aioobe	registered	https://stackoverflow.com/users/276052/aioobe	True	1207	1477713481	1285060941	3758880
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	396	586318	registered	Werner Keil	registered	https://stackoverflow.com/users/586318/werner-keil	False	0	1477297484	1477297484	40213761
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	61	2014864	registered	Sebastian Ho&#223;	registered	https://stackoverflow.com/users/2014864/sebastian-ho%c3%9f	False	6	1471469451	1471454149	39002685
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	256	1280825	registered	Christian Esken	registered	https://stackoverflow.com/users/1280825/christian-esken	False	3	1468567860	1468567860	38390338
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	2799	601806	registered	user601806	registered	https://stackoverflow.com/users/601806/user601806	False	279	1465306055	1296748636	4888400
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	13	5701801	registered	Chan Fun Chiat	registered	https://stackoverflow.com/users/5701801/chan-fun-chiat	False	1	1459397655	1459397655	36324030
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	56046	878126	registered	android developer	registered	https://stackoverflow.com/users/878126/android-developer	False	7	1458992848	1399109911	23442686
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	5865	199048	registered	Christian Strempfer	registered	https://stackoverflow.com/users/199048/christian-strempfer	False	7	1447751886	1447751886	33753118
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	27760	185022	registered	AZ_	registered	https://stackoverflow.com/users/185022/az	False	155	1442325594	1413963501	26502430
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	1408	1800333	registered	Sujith Manjavana	registered	https://stackoverflow.com/users/1800333/sujith-manjavana	False	5	1434221292	1434221292	30822306
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	224	2132004	registered	Vishwajit R. Shinde	registered	https://stackoverflow.com/users/2132004/vishwajit-r-shinde	False	1	1421759790	1421759264	28046139
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	7838	991737	registered	XXX	registered	https://stackoverflow.com/users/991737/xxx	False	5	1397057213	1397057213	22967188
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	183	3510382	registered	Mano Chella	registered	https://stackoverflow.com/users/3510382/mano-chella	False	0	1396952116	1396951061	22933591
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	753	438960	registered	Lars Bohl	registered	https://stackoverflow.com/users/438960/lars-bohl	False	6	1305730415	1305730415	6046761
['java', 'android', 'formatting', 'apache-commons']	6002	404615	Igor Mukhin	https://stackoverflow.com/users/404615/igor-mukhin	True	197778	22	500	1548858707	1285058579	3758606	https://stackoverflow.com/questions/3758606/how-to-convert-byte-size-into-human-readable-format-in-java	How to convert byte size into human readable format in java?	243206	342852	registered	Sean Patrick Floyd	registered	https://stackoverflow.com/users/342852/sean-patrick-floyd	False	23	1285060991	1285058956	3758653
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	3824	3950982	registered	Luke Hutchison	registered	https://stackoverflow.com/users/3950982/luke-hutchison	False	8	1570272183	1469929696	38680038
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	1337	1490636	registered	Maksim Kostromin	registered	https://stackoverflow.com/users/1490636/maksim-kostromin	False	0	1558996752	1558992131	56332568
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	1320	1996022	registered	BrainStone	registered	https://stackoverflow.com/users/1996022/brainstone	False	38	1557306791	1395082036	22462785
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	700	2835764	registered	Sujal Mandal	registered	https://stackoverflow.com/users/2835764/sujal-mandal	False	4	1538465335	1486551435	42111223
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	891	1588303	registered	Rodney P. Barbati	registered	https://stackoverflow.com/users/1588303/rodney-p-barbati	False	0	1507155770	1507155770	46575084
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	61	5930295	registered	Thorsten	registered	https://stackoverflow.com/users/5930295/thorsten	False	3	1498717041	1498717041	44817646
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	348	7013460	registered	Muskovets	registered	https://stackoverflow.com/users/7013460/muskovets	False	1	1495804002	1495804002	44202417
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	753	1100060	registered	Nadav B	registered	https://stackoverflow.com/users/1100060/nadav-b	False	5	1471467263	1471467263	39006103
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	7862	638225	registered	Christoph Leiter	registered	https://stackoverflow.com/users/638225/christoph-leiter	False	114	1464200379	1353427586	13477227
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	77993	1735406	registered	Maroun	registered	https://stackoverflow.com/users/1735406/maroun	False	1	1450191101	1450191101	34292253
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	16011	227192	registered	Aleksander Blomsk&#248;ld	registered	https://stackoverflow.com/users/227192/aleksander-blomsk%c3%b8ld	False	180	1444396250	1330968584	9571146
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	4218	381897	registered	bhdrkn	registered	https://stackoverflow.com/users/381897/bhdrkn	False	2	1443462709	1443462709	32828953
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	1729	2019710	registered	voho	registered	https://stackoverflow.com/users/2019710/voho	False	87	1437491423	1390997709	21430849
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	151	2966520	registered	Williams L&#243;pez	registered	https://stackoverflow.com/users/2966520/williams-l%c3%b3pez	False	15	1420819022	1392677337	21840860
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	18113	3355	registered	Staale	registered	https://stackoverflow.com/users/3355/staale	True	355	1412196198	1233928077	520339
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	1260	1116153	registered	Sławek	registered	https://stackoverflow.com/users/1116153/s%c5%82awek	False	13	1392834060	1356177750	14002663
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	10171	1568658	registered	Eric Wang	registered	https://stackoverflow.com/users/1568658/eric-wang	False	3	1386609100	1386609100	20476490
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	697	2109292	registered	Mart&#237;n C	registered	https://stackoverflow.com/users/2109292/mart%c3%adn-c	False	3	1386111542	1386093155	20358207
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	17984	531954	registered	Danubian Sailor	registered	https://stackoverflow.com/users/531954/danubian-sailor	False	3	1380098696	1380098696	19000174
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	32255	407731	registered	Dave Dopson	registered	https://stackoverflow.com/users/407731/dave-dopson	False	4	1351115399	1351115399	13058324
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	48650	8946	registered	Lawrence Dol	registered	https://stackoverflow.com/users/8946/lawrence-dol	False	1	1267641141	1267641141	2373928
['java', 'reflection', 'packages']	55061	56285	Jonik	https://stackoverflow.com/users/56285/jonik	True	357810	24	499	1570272183	1233927796	520328	https://stackoverflow.com/questions/520328/can-you-find-all-classes-in-a-package-using-reflection	Can you find all classes in a package using reflection?	22609	31141	registered	Marko	registered	https://stackoverflow.com/users/31141/marko	False	-3	1233928008	1233928008	520335
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	1	224294	unregistered	Sree	unregistered	https://stackoverflow.com/users/224294/sree	False	0	1344025566	1259876615	1843124
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	231265	3474	registered	erickson	registered	https://stackoverflow.com/users/3474/erickson	False	8	1327923859	1221760851	95019
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	824	1151144	registered	Dale	registered	https://stackoverflow.com/users/1151144/dale	False	0	1326683814	1326683814	8875431
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	263	1049260	registered	lzlstyle	registered	https://stackoverflow.com/users/1049260/lzlstyle	False	2	1322209888	1322209888	8266420
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	10361	1055241	registered	gprathour	registered	https://stackoverflow.com/users/1055241/gprathour	False	0	1321944052	1321944052	8222960
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	21371	13940	registered	Greg Mattes	registered	https://stackoverflow.com/users/13940/greg-mattes	False	6	1320797402	1221756656	94388
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	4467	10522	registered	Berlin Brown	registered	https://stackoverflow.com/users/10522/berlin-brown	False	1	1301412891	1301412891	5475093
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	2883	290036	registered	Horatiu Jeflea	registered	https://stackoverflow.com/users/290036/horatiu-jeflea	False	3	1299929171	1273509042	2804427
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	17862	410289	registered	lwpro2	registered	https://stackoverflow.com/users/410289/lwpro2	False	0	1291355705	1291355705	4342869
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	1	343705	unregistered	Siva	unregistered	https://stackoverflow.com/users/343705/siva	False	0	1274162788	1274162788	2854870
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	71	259722	unregistered	Steve R.	unregistered	https://stackoverflow.com/users/259722/steve-r	False	6	1264557206	1264557206	2144059
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	13786	31818	registered	seh	registered	https://stackoverflow.com/users/31818/seh	False	2	1257554147	1257554147	1691444
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	8821	157705	registered	jai	registered	https://stackoverflow.com/users/157705/jai	False	5	1254501954	1254501954	1510685
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	89	167303	unregistered	Rune	unregistered	https://stackoverflow.com/users/167303/rune	False	8	1251902676	1251902676	1368133
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	11904	18093	registered	Diastrophism	registered	https://stackoverflow.com/users/18093/diastrophism	False	7	1221763285	1221763285	95507
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	55265	12943	registered	Bill K	registered	https://stackoverflow.com/users/12943/bill-k	False	46	1221763202	1221763202	95490
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	304	17909	registered	willCode4Beer	registered	https://stackoverflow.com/users/17909/willcode4beer	False	5	1221760177	1221760177	94898
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	1004	16023	registered	Asgeir S. Nilsen	registered	https://stackoverflow.com/users/16023/asgeir-s-nilsen	False	7	1221759453	1221759453	94759
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	2390	12215	registered	jon	registered	https://stackoverflow.com/users/12215/jon	False	110	1221757011	1221757011	94447
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	130644	4725	registered	Tom Hawtin - tackline	registered	https://stackoverflow.com/users/4725/tom-hawtin-tackline	False	7	1221756865	1221756865	94422
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	3677	12457	registered	toluju	registered	https://stackoverflow.com/users/12457/toluju	False	18	1221756848	1221756848	94419
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	37241	3093	registered	Dave L.	registered	https://stackoverflow.com/users/3093/dave-l	True	515	1221756799	1221756799	94411
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	16205	17832	registered	JeeBee	registered	https://stackoverflow.com/users/17832/jeebee	False	0	1221756672	1221756672	94391
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	112153	2598	registered	jjnguy	registered	https://stackoverflow.com/users/2598/jjnguy	False	22	1221756648	1221756648	94386
['java', 'annotations']	18685	6180	Alex B	https://stackoverflow.com/users/6180/alex-b	True	876437	27	498	1345157820	1221756506	94361	https://stackoverflow.com/questions/94361/when-do-you-use-javas-override-annotation-and-why	When do you use Java&#39;s @Override annotation and why?	54360	4203	registered	Hank Gay	registered	https://stackoverflow.com/users/4203/hank-gay	False	5	1221756588	1221756588	94375
